figure_name,file_location,name_stat,type_stat,name_syst,type_syst,description,paper_location,x1_name,x1_units,x2_name,x2_units,y_name,y_units
Figure24_Panel3_pt3,data/hist_PbPb502_binNch_bin2_paper.root,sts_v6_1sub_Har2_Pt6,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt6,TGraphAsymmErrors,"v_2{6, Nch}, standard, 2.0<pT<5.0 GeV",Page 29,NchRec,,,,"v_2{6, Nch}",
Figure28_Panel1_pt0,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_1sub_Har2_Pt0,TGraphErrors,sys_sc_1sub_Har2_Pt0,TGraphAsymmErrors,"sc_2_3{4}, standard, 0.5<pT<5.0 GeV",Page 31,Centrality,,,,sc_2_3{4},
Figure28_Panel1_pt1,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_1sub_Har2_Pt2,TGraphErrors,sys_sc_1sub_Har2_Pt2,TGraphAsymmErrors,"sc_2_3{4}, standard, 1.0<pT<5.0 GeV",Page 31,Centrality,,,,sc_2_3{4},
Figure28_Panel1_pt2,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_1sub_Har2_Pt4,TGraphErrors,sys_sc_1sub_Har2_Pt4,TGraphAsymmErrors,"sc_2_3{4}, standard, 1.5<pT<5.0 GeV",Page 31,Centrality,,,,sc_2_3{4},
Figure28_Panel1_pt3,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_1sub_Har2_Pt6,TGraphErrors,sys_sc_1sub_Har2_Pt6,TGraphAsymmErrors,"sc_2_3{4}, standard, 2.0<pT<5.0 GeV",Page 31,Centrality,,,,sc_2_3{4},
Figure28_Panel2_pt0,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_3sub_Har2_Pt0,TGraphErrors,sys_sc_3sub_Har2_Pt0,TGraphAsymmErrors,"sc_2_3{4}, 3-subevent, 0.5<pT<5.0 GeV",Page 31,Centrality,,,,sc_2_3{4},
Figure28_Panel2_pt1,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_3sub_Har2_Pt2,TGraphErrors,sys_sc_3sub_Har2_Pt2,TGraphAsymmErrors,"sc_2_3{4}, 3-subevent, 1.0<pT<5.0 GeV",Page 31,Centrality,,,,sc_2_3{4},
Figure28_Panel2_pt2,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_3sub_Har2_Pt4,TGraphErrors,sys_sc_3sub_Har2_Pt4,TGraphAsymmErrors,"sc_2_3{4}, 3-subevent, 1.5<pT<5.0 GeV",Page 31,Centrality,,,,sc_2_3{4},
Figure28_Panel2_pt3,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_3sub_Har2_Pt6,TGraphErrors,sys_sc_3sub_Har2_Pt6,TGraphAsymmErrors,"sc_2_3{4}, 3-subevent, 2.0<pT<5.0 GeV",Page 31,Centrality,,,,sc_2_3{4},
Figure29_Panel1_pt0,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_1sub_Har3_Pt0,TGraphErrors,sys_sc_1sub_Har3_Pt0,TGraphAsymmErrors,"sc_2_4{4}, standard, 0.5<pT<5.0 GeV",Page 32,Centrality,,,,sc_2_4{4},
Figure29_Panel1_pt1,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_1sub_Har3_Pt2,TGraphErrors,sys_sc_1sub_Har3_Pt2,TGraphAsymmErrors,"sc_2_4{4}, standard, 1.0<pT<5.0 GeV",Page 32,Centrality,,,,sc_2_4{4},
Figure29_Panel1_pt2,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_1sub_Har3_Pt4,TGraphErrors,sys_sc_1sub_Har3_Pt4,TGraphAsymmErrors,"sc_2_4{4}, standard, 1.5<pT<5.0 GeV",Page 32,Centrality,,,,sc_2_4{4},
Figure29_Panel1_pt3,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_1sub_Har3_Pt6,TGraphErrors,sys_sc_1sub_Har3_Pt6,TGraphAsymmErrors,"sc_2_4{4}, standard, 2.0<pT<5.0 GeV",Page 32,Centrality,,,,sc_2_4{4},
Figure29_Panel2_pt0,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_3sub_Har3_Pt0,TGraphErrors,sys_sc_3sub_Har3_Pt0,TGraphAsymmErrors,"sc_2_4{4}, 3-subevent, 0.5<pT<5.0 GeV",Page 32,Centrality,,,,sc_2_4{4},
Figure29_Panel2_pt1,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_3sub_Har3_Pt2,TGraphErrors,sys_sc_3sub_Har3_Pt2,TGraphAsymmErrors,"sc_2_4{4}, 3-subevent, 1.0<pT<5.0 GeV",Page 32,Centrality,,,,sc_2_4{4},
Figure29_Panel2_pt2,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_3sub_Har3_Pt4,TGraphErrors,sys_sc_3sub_Har3_Pt4,TGraphAsymmErrors,"sc_2_4{4}, 3-subevent, 1.5<pT<5.0 GeV",Page 32,Centrality,,,,sc_2_4{4},
Figure29_Panel2_pt3,data/hist_PbPb502_binCent_bin2_paper.root,sts_sc_3sub_Har3_Pt6,TGraphErrors,sys_sc_3sub_Har3_Pt6,TGraphAsymmErrors,"sc_2_4{4}, 3-subevent, 2.0<pT<5.0 GeV",Page 32,Centrality,,,,sc_2_4{4},
Figure30_Panel1_pt0,data/hist_PbPb502_binCent_bin2_paper.root,sts_ac_1sub_Har2_Pt0,TGraphErrors,sys_ac_1sub_Har2_Pt0,TGraphAsymmErrors,"ac_2{3}, standard, 0.5<pT<5.0 GeV",Page 32,Centrality,,,,ac_2{3},
Figure30_Panel1_pt1,data/hist_PbPb502_binCent_bin2_paper.root,sts_ac_1sub_Har2_Pt2,TGraphErrors,sys_ac_1sub_Har2_Pt2,TGraphAsymmErrors,"ac_2{3}, standard, 1.0<pT<5.0 GeV",Page 32,Centrality,,,,ac_2{3},
Figure30_Panel1_pt2,data/hist_PbPb502_binCent_bin2_paper.root,sts_ac_1sub_Har2_Pt4,TGraphErrors,sys_ac_1sub_Har2_Pt4,TGraphAsymmErrors,"ac_2{3}, standard, 1.5<pT<5.0 GeV",Page 32,Centrality,,,,ac_2{3},
Figure30_Panel1_pt3,data/hist_PbPb502_binCent_bin2_paper.root,sts_ac_1sub_Har2_Pt6,TGraphErrors,sys_ac_1sub_Har2_Pt6,TGraphAsymmErrors,"ac_2{3}, standard, 2.0<pT<5.0 GeV",Page 32,Centrality,,,,ac_2{3},
Figure30_Panel2_pt0,data/hist_PbPb502_binCent_bin2_paper.root,sts_ac_3sub_Har2_Pt0,TGraphErrors,sys_ac_3sub_Har2_Pt0,TGraphAsymmErrors,"ac_2{3}, 3-subevent, 0.5<pT<5.0 GeV",Page 32,Centrality,,,,ac_2{3},
Figure30_Panel2_pt1,data/hist_PbPb502_binCent_bin2_paper.root,sts_ac_3sub_Har2_Pt2,TGraphErrors,sys_ac_3sub_Har2_Pt2,TGraphAsymmErrors,"ac_2{3}, 3-subevent, 1.0<pT<5.0 GeV",Page 32,Centrality,,,,ac_2{3},
Figure30_Panel2_pt2,data/hist_PbPb502_binCent_bin2_paper.root,sts_ac_3sub_Har2_Pt4,TGraphErrors,sys_ac_3sub_Har2_Pt4,TGraphAsymmErrors,"ac_2{3}, 3-subevent, 1.5<pT<5.0 GeV",Page 32,Centrality,,,,ac_2{3},
Figure30_Panel2_pt3,data/hist_PbPb502_binCent_bin2_paper.root,sts_ac_3sub_Har2_Pt6,TGraphErrors,sys_ac_3sub_Har2_Pt6,TGraphAsymmErrors,"ac_2{3}, 3-subevent, 2.0<pT<5.0 GeV",Page 32,Centrality,,,,ac_2{3},
